"FY_YEAR","ORG_ROLL_NM","ORG_SHRT_NM","SORG_ROLL_CD","DOD_GRP_NM","DOD_OCC_NM","POS_TYP_CD","TOTAL"
"2015","Air Force","USAFR","V","Health Care Officers","Aviation/Aerospace Medicine, Residency Trained Aerospace","O",7
"2015","Air Force","USAFR","V","Health Care Officers","Aviation/Aerospace Medicine, Residency Trained Other Than Aerospace","O",202
"2015","Air Force","USAFR","V","Radio and Radio Code","Radio Code","E",372
"2015","Air Force","USAFR","V","Intelligence Officers","Counterintelligence","O",301
"2015","Air Force","USAFR","V","Intelligence Officers","Intelligence, General","O",2271
"2015","Air Force","USAFR","V","Intelligence Officers","Communications Intelligence","O",1
"2015","Air Force","USAFR","V","Armament and Munitions","Ammunition Repair","E",2161
"2015","Air Force","USAFR","V","Armament and Munitions","Aviation Ordnance","E",2476
"2015","Air Force","USAFR","V","Other Services, N.E.C.","Other Services, General","E",1
"2015","Air Force","USAFR","V","Other Functional Support","Postal","E",73
"2015","Air Force","USAFR","V","Other Functional Support","Transportation","E",9559
"2015","Air Force","USAFR","V","Other Functional Support","Flight Operations","E",1253
"2015","Air Force","USAFR","V","Other Functional Support","Functional Analysis","E",984
"2015","Air Force","USAFR","V","Other Functional Support","Supply Administration","E",4783
"2015","Air Force","USAFR","V","Undesignated Occupations","Undesignated Occupations, General","E",259
"2015","Air Force","USAFR","V","Ancillary Medical Support","Pharmacy","E",268
"2015","Air Force","USAFR","V","Ancillary Medical Support","Radiology","E",226
"2015","Air Force","USAFR","V","Ancillary Medical Support","Biomedical Laboratory Services","E",553
"2015","Air Force","USAFR","V","Combat Operations Control","Combat Operations Control, General","E",943
"2015","Air Force","USAFR","V","Information and Education","Information and Education, General","E",1863
"2015","Air Force","USAFR","V","Non-Occupational, Officer","Students","O",936
"2015","Air Force","USAFR","V","Non-Occupational, Officer","Non-Occupational, Other","O",1273
"2015","Air Force","USAFR","V","Nuclear Weapons Equipment","Nuclear Weapons Equipment Repair, General","E",112
"2015","Air Force","USAFR","V","Other Electronic Equipment","Electronic Instruments, N.E.C.","E",5912
"2015","Air Force","USAFR","V","Power Generating Equipment","Electric Power","E",1011
"2015","Air Force","USAFR","V","Fabric, Leather, and Rubber","Fabric, Leather, and Rubber, General","E",623
"2015","Air Force","USAFR","V","Not Occupationally Qualified","Not Occupationally Qualified, General","E",3878
"2015","Air Force","USAFR","V","Ordnance Disposal and Diving","EOD/UDT","E",301
"2015","Air Force","USAFR","V","Scientists and Professionals","Legal","O",1150
"2015","Air Force","USAFR","V","Scientists and Professionals","Chaplains","O",419
"2015","Air Force","USAFR","V","Scientists and Professionals","Psychologists","O",68
"2015","Air Force","USAFR","V","Scientists and Professionals","Meteorologists","O",270
"2015","Air Force","USAFR","V","Scientists and Professionals","Social Scientists","O",36
"2015","Air Force","USAFR","V","Scientists and Professionals","Physical Scientists","O",347
"2015","Air Force","USAFR","V","Scientists and Professionals","Educators and Instructors","O",125
"2015","Air Force","USAFR","V","Scientists and Professionals","Research and Development Coordinators","O",568
"2015","Air Force","USAFR","V","Tactical Operations Officers","Missiles","O",396
"2015","Air Force","USAFR","V","Tactical Operations Officers","Aircraft Crews","O",1108
"2015","Air Force","USAFR","V","Tactical Operations Officers","Operations Staff","O",2420
"2015","Air Force","USAFR","V","Tactical Operations Officers","Helicopter Pilots","O",123
"2015","Air Force","USAFR","V","Tactical Operations Officers","Ground and Naval Arms","O",83
"2015","Air Force","USAFR","V","Tactical Operations Officers","Other Fixed-Wing Pilots","O",5784
"2015","Air Force","USAFR","V","Tactical Operations Officers","Unmanned Vehicle (UV) Operators","O",204
"2015","Air Force","USAFR","V","Tactical Operations Officers","Fixed-Wing Fighter and Bomber Pilots","O",1527
"2015","Air Force","USAFR","V","Aircraft and Aircraft Related","Aircraft Engines","E",3348
"2015","Air Force","USAFR","V","Aircraft and Aircraft Related","Aircraft, General","E",12198
"2015","Air Force","USAFR","V","Aircraft and Aircraft Related","Aircraft Structures","E",1776
"2015","Air Force","USAFR","V","Aircraft and Aircraft Related","Aircraft Accessories","E",7005
"2015","Air Force","USAFR","V","Radar and Air Traffic Control","Radar","E",719
"2015","Air Force","USAFR","V","Radar and Air Traffic Control","Air Traffic Control Radar","E",547
"2015","Air Force","USAFR","V","Religious, Morale and Welfare","Chaplain's Assistants","E",324
"2015","Air Force","USAFR","V","Technical Specialists, N.E.C.","Safety","E",311
"2015","Air Force","USAFR","V","Technical Specialists, N.E.C.","Firefighting and Damage Control","E",2989
"2015","Air Force","USAFR","V","Technical Specialists, N.E.C.","Other Technical Specialists and Assistants","E",64
"2015","Air Force","USAFR","V","Technical Specialists, N.E.C.","Nuclear, Biological, and Chemical Warfare Specialists","E",609
"2015","Air Force","USAFR","V","Forward Area Equipment Support","Forward Area Equipment Support, General","E",1307
"2015","Air Force","USAFR","V","Officer Candidates and Students","Cadets and Other Officer Candidates","E",186
"2015","Air Force","USAFR","V","Missile Mechanical and Electrical","Missile Mechanic","E",67
"2015","Air Force","USAFR","V","Missile Mechanical and Electrical","Missile Launch and Support Facilities","E",32
"2015","Air Force","USAFR","V","Accounting, Finance and Disbursing","Auditing and Accounting","E",1015
"2015","Air Force","USAFR","V","Material Receipt, Storage and Issue","Missile Fuel and Petroleum","E",1606
"2015","Air Force","USAFR","V","Unmanned Vehicle Systems Operations","Unmanned Vehicle System (UVS) Operators, General","E",292
"2015","Air Force","USAFR","V","Engineering and Maintenance Officers","Ordnance","O",33
"2015","Air Force","USAFR","V","Engineering and Maintenance Officers","Missile Maintenance","O",10
"2015","Air Force","USAFR","V","Engineering and Maintenance Officers","Electrical/Electronic","O",532
"2015","Air Force","USAFR","V","Engineering and Maintenance Officers","Communications and Radar","O",1774
"2015","Air Force","USAFR","V","Engineering and Maintenance Officers","Construction and Utilities","O",1189
"2015","Air Force","USAFR","V","Engineering and Maintenance Officers","Aviation Maintenance and Allied","O",1392
"2015","Air Force","USAFR","V","Medical Administration and Logistics","Medical Logistics","E",736
"2015","Air Force","USAFR","V","Medical Administration and Logistics","Medical Administration","E",1875
"2015","Air Force","USAFR","V","Biomedical Sciences and Allied Health","Physiology","E",26
"2015","Air Force","USAFR","V","Biomedical Sciences and Allied Health","Diet Therapy","E",146
"2015","Air Force","USAFR","V","Biomedical Sciences and Allied Health","Ophthalmology/Optometry","E",240
"2015","Air Force","USAFR","V","Biomedical Sciences and Allied Health","Bioenvironmental Engineering ","E",315
"2015","Air Force","USAFR","V","Biomedical Sciences and Allied Health","Environmental Health/Preventive Medicine Services","E",312
"2015","Air Force","USAFR","V","Biomedical Sciences and Allied Health","Biomedical Equipment Maintenance & Repair Services","E",244
"2015","Air Force","USAFR","V","Missile Guidance, Control and Checkout","Missile Guidance and Control","E",120
"2015","Air Force","USAFR","V","Signal Intelligence/Electronic Warfare","Analysis","E",762
"2015","Air Force","USAFR","V","Signal Intelligence/Electronic Warfare","Intercept Operators (Code and Non-Code)","E",408
"2015","Air Force","USAFR","V","Signal Intelligence/Electronic Warfare","Signal Intelligence/Electronic Warfare, General","E",46
"2015","Air Force","USAFR","V","General Officers and executives, N.E.C.","General and Flag","O",162
"2015","Air Force","USAFR","V","General Officers and executives, N.E.C.","Executives, N.E.C.","O",378
"2015","Air Force","USAFR","V","Supply, Procurement and Allied Officers","Logistics, General","O",1495
"2015","Air Force","USAFR","V","Supply, Procurement and Allied Officers","Procurement and Production","O",1075
"2015","Air Force","USAFR","V","Mapping, Surveying, Drafting, and Illustrating","Surveying","E",617
"2015","Coast Guard","USCG","R","Musicians","Musicians, General","E",52
"2015","Coast Guard","USCG","R","Seamanship","Boatswains","E",4805
"2015","Coast Guard","USCG","R","Photography","Photography, General","E",80
"2015","Coast Guard","USCG","R","Radio/Radar","Radio/Radar, General","E",1218
"2015","Coast Guard","USCG","R","Radio/Radar","Navigation, Communication and Countermeasure, N.E.C.","E",1150
"2015","Coast Guard","USCG","R","Medical Care","Medical Care and Treatment, General","E",693
"2015","Coast Guard","USCG","R","Metalworking","Machinists","E",3793
"2015","Coast Guard","USCG","R","Administration","Administration, General","E",1455
"2015","Coast Guard","USCG","R","Administrators","Police","O",77
"2015","Coast Guard","USCG","R","Administrators","Information","O",10
"2015","Coast Guard","USCG","R","Administrators","Data Processing","O",67
"2015","Coast Guard","USCG","R","Administrators","Morale and Welfare","O",2
"2015","Coast Guard","USCG","R","Administrators","Manpower and Personnel","O",140
"2015","Coast Guard","USCG","R","Sonar Equipment","Sonar, General","E",759
"2015","Coast Guard","USCG","R","Unknown, Officer","Unknown, Officer","O",6931
"2015","Coast Guard","USCG","R","Unknown, Enlisted","Unknown, Enlisted","E",1530
"2015","Coast Guard","USCG","R","Clerical/Personnel","First Sergeants, Sergeants Major, and Leading Chiefs","E",143
"2015","Coast Guard","USCG","R","Health Care Officers","Health Services Administration","O",23
"2015","Coast Guard","USCG","R","Shipboard Propulsion","Main Propulsion","E",1299
"2015","Coast Guard","USCG","R","Other Functional Support","Supply Administration","E",2376
"2015","Coast Guard","USCG","R","Combat Operations Control","Combat Operations Control, General","E",1772
"2015","Coast Guard","USCG","R","Power Generating Equipment","Electric Power","E",1149
"2015","Coast Guard","USCG","R","Not Occupationally Qualified","Not Occupationally Qualified, General","E",3986
"2015","Coast Guard","USCG","R","Tactical Operations Officers","Operations Staff","O",305
"2015","Coast Guard","USCG","R","Aircraft and Aircraft Related","Aircraft, General","E",1495
"2015","Coast Guard","USCG","R","Technical Specialists, N.E.C.","Firefighting and Damage Control","E",827
"2015","Coast Guard","USCG","R","Technical Specialists, N.E.C.","Nuclear, Biological, and Chemical Warfare Specialists","E",1178
"2015","Coast Guard","USCG","R","Forward Area Equipment Support","Forward Area Equipment Support, General","E",360
"2015","Coast Guard","USCG","R","Officer Candidates and Students","Cadets and Other Officer Candidates","E",52
"2015","Coast Guard","USCG","R","Missile Mechanical and Electrical","Missile Launch and Support Facilities","E",619
"2015","Coast Guard","USCG","R","Engineering and Maintenance Officers","Other","O",41
"2015","Coast Guard","USCG","R","Engineering and Maintenance Officers","Safety","O",1
"2015","Coast Guard","USCG","R","Engineering and Maintenance Officers","Ordnance","O",29
"2015","Coast Guard","USCG","R","Engineering and Maintenance Officers","Electrical/Electronic","O",123
"2015","Coast Guard","USCG","R","Engineering and Maintenance Officers","Aviation Maintenance and Allied","O",92
"2015","Coast Guard","USCG","R","Engineering and Maintenance Officers","Ship Construction and Maintenance","O",240
"2015","Coast Guard","USCG","R","General Officers and executives, N.E.C.","General and Flag","O",42
"2015","Coast Guard","USCG","R","Supply, Procurement and Allied Officers","Logistics, General","O",176
"2015","Coast Guard","USCGR","V","Seamanship","Boatswains","E",2131
"2015","Coast Guard","USCGR","V","Dental Care","Dental Care, General","E",2
"2015","Coast Guard","USCGR","V","Photography","Photography, General","E",60
"2015","Coast Guard","USCGR","V","Radio/Radar","Radio/Radar, General","E",280
"2015","Coast Guard","USCGR","V","Radio/Radar","Navigation, Communication and Countermeasure, N.E.C.","E",82
"2015","Coast Guard","USCGR","V","Medical Care","Medical Care and Treatment, General","E",164
"2015","Coast Guard","USCGR","V","Metalworking","Machinists","E",1502
"2015","Coast Guard","USCGR","V","Administration","Administration, General","E",583
"2015","Coast Guard","USCGR","V","Administrators","Police","O",15
"2015","Coast Guard","USCGR","V","Administrators","Information","O",1
"2015","Coast Guard","USCGR","V","Administrators","Data Processing","O",2
"2015","Coast Guard","USCGR","V","Administrators","Manpower and Personnel","O",27
"2015","Coast Guard","USCGR","V","Law Enforcement","Investigations","E",179
"2015","Coast Guard","USCGR","V","Law Enforcement","Law Enforcement, General","E",78
"2015","Coast Guard","USCGR","V","Sonar Equipment","Sonar, General","E",152
"2015","Coast Guard","USCGR","V","Unknown, Officer","Unknown, Officer","O",2001
"2015","Coast Guard","USCGR","V","Unknown, Enlisted","Unknown, Enlisted","E",1432
"2015","Coast Guard","USCGR","V","Clerical/Personnel","First Sergeants, Sergeants Major, and Leading Chiefs","E",4
"2015","Coast Guard","USCGR","V","Health Care Officers","Health Services Administration","O",6
"2015","Coast Guard","USCGR","V","Shipboard Propulsion","Main Propulsion","E",88
"2015","Coast Guard","USCGR","V","Other Functional Support","Supply Administration","E",541
"2015","Coast Guard","USCGR","V","Combat Operations Control","Combat Operations Control, General","E",319
"2015","Coast Guard","USCGR","V","Power Generating Equipment","Electric Power","E",251
"2015","Coast Guard","USCGR","V","Not Occupationally Qualified","Not Occupationally Qualified, General","E",372
"2015","Coast Guard","USCGR","V","Tactical Operations Officers","Operations Staff","O",54
"2015","Coast Guard","USCGR","V","Aircraft and Aircraft Related","Aircraft, General","E",44
"2015","Coast Guard","USCGR","V","Technical Specialists, N.E.C.","Firefighting and Damage Control","E",198
"2015","Coast Guard","USCGR","V","Technical Specialists, N.E.C.","Nuclear, Biological, and Chemical Warfare Specialists","E",814
"2015","Coast Guard","USCGR","V","Forward Area Equipment Support","Forward Area Equipment Support, General","E",5
"2015","Coast Guard","USCGR","V","Officer Candidates and Students","Cadets and Other Officer Candidates","E",25
"2015","Coast Guard","USCGR","V","Missile Mechanical and Electrical","Missile Launch and Support Facilities","E",166
"2015","Coast Guard","USCGR","V","Engineering and Maintenance Officers","Other","O",9
"2015","Coast Guard","USCGR","V","Engineering and Maintenance Officers","Ordnance","O",2
"2015","Coast Guard","USCGR","V","Engineering and Maintenance Officers","Electrical/Electronic","O",9
"2015","Coast Guard","USCGR","V","Engineering and Maintenance Officers","Ship Construction and Maintenance","O",48
"2015","Coast Guard","USCGR","V","General Officers and executives, N.E.C.","General and Flag","O",3
"2015","Coast Guard","USCGR","V","Supply, Procurement and Allied Officers","Logistics, General","O",30
"2015","Marine Corps","USMC","R","Weather","Weather, General","E",503
"2015","Marine Corps","USMC","R","Air Crew","Air Crew, General","E",1789
"2015","Marine Corps","USMC","R","Air Crew","Pilots and Navigators","E",15
"2015","Marine Corps","USMC","R","Infantry","Infantry, General","E",25983
"2015","Marine Corps","USMC","R","Musicians","Musicians, General","E",778
"2015","Marine Corps","USMC","R","Personnel","Recruiting and Counseling","E",845
"2015","Marine Corps","USMC","R","Utilities","Electricians","E",1426
"2015","Marine Corps","USMC","R","Utilities","Utilities, General","E",1179
"2015","Marine Corps","USMC","R","Automotive","Tracked Vehicles","E",1271
"2015","Marine Corps","USMC","R","Automotive","Automotive, General","E",4629
"2015","Marine Corps","USMC","R","Automotive","Construction Equipment","E",1423
"2015","Marine Corps","USMC","R","Lithography","Lithography, General","E",108
"2015","Marine Corps","USMC","R","Photography","Photography, General","E",337
"2015","Marine Corps","USMC","R","Radio/Radar","Communications Radio","E",4159
"2015","Marine Corps","USMC","R","Radio/Radar","Radio/Radar, General","E",2650
"2015","Marine Corps","USMC","R","Radio/Radar","Air Traffic Control Radar","E",523
"2015","Marine Corps","USMC","R","Radio/Radar","Surveillance/Target Acquisition and Tracking Radar","E",310
"2015","Marine Corps","USMC","R","Radio/Radar","Navigation, Communication and Countermeasure, N.E.C.","E",869
"2015","Marine Corps","USMC","R","Construction","Construction Equipment Operation","E",1617
"2015","Marine Corps","USMC","R","Food Service","Food Service, General","E",1948
"2015","Marine Corps","USMC","R","Intelligence","Counterintelligence","E",507
"2015","Marine Corps","USMC","R","Intelligence","Image Interpretation","E",385
"2015","Marine Corps","USMC","R","Intelligence","Operational Intelligence","E",2197
"2015","Marine Corps","USMC","R","Metalworking","Machinists","E",164
"2015","Marine Corps","USMC","R","Metalworking","Metalworking, General","E",291
"2015","Marine Corps","USMC","R","ADP Computers","ADP Computers, General","E",1180
"2015","Marine Corps","USMC","R","Administration","Legal","E",458
"2015","Marine Corps","USMC","R","Administrators","Police","O",302
"2015","Marine Corps","USMC","R","Administrators","Pictorial","O",21
"2015","Marine Corps","USMC","R","Administrators","Information","O",132
"2015","Marine Corps","USMC","R","Administrators","Data Processing","O",88
"2015","Marine Corps","USMC","R","Administrators","Morale and Welfare","O",19
"2015","Marine Corps","USMC","R","Administrators","Manpower and Personnel","O",695
"2015","Marine Corps","USMC","R","Administrators","Administrators, General","O",16
"2015","Marine Corps","USMC","R","Administrators","Comptrollers and Fiscal","O",339
"2015","Marine Corps","USMC","R","Data Processing","Operations/Analysts","E",875
"2015","Marine Corps","USMC","R","Law Enforcement","Corrections","E",673
"2015","Marine Corps","USMC","R","Law Enforcement","Investigations","E",159
"2015","Marine Corps","USMC","R","Law Enforcement","Law Enforcement, General","E",2946
"2015","Marine Corps","USMC","R","Motor Transport","Motor Vehicle Operators","E",7447
"2015","Marine Corps","USMC","R","Unknown, Officer","Unknown, Officer","O",27
"2015","Marine Corps","USMC","R","Unknown, Enlisted","Unknown, Enlisted","E",660
"2015","Marine Corps","USMC","R","Clerical/Personnel","Combined Personnel and Administration, General","E",6064
"2015","Marine Corps","USMC","R","Clerical/Personnel","First Sergeants, Sergeants Major, and Leading Chiefs","E",1245
"2015","Marine Corps","USMC","R","Combat Engineering","Combat Engineering, General","E",3946
"2015","Marine Corps","USMC","R","Precision Equipment","Precision Equipment, General","E",484
"2015","Marine Corps","USMC","R","Wire Communications","Linemen","E",1971
"2015","Marine Corps","USMC","R","Armor and Amphibious","Armor and Amphibious, General","E",2027
"2015","Marine Corps","USMC","R","Radio and Radio Code","Radio Code","E",803
"2015","Marine Corps","USMC","R","Radio and Radio Code","Non-Code Radio","E",4958
"2015","Marine Corps","USMC","R","Intelligence Officers","Counterintelligence","O",95
"2015","Marine Corps","USMC","R","Intelligence Officers","Intelligence, General","O",994
"2015","Marine Corps","USMC","R","Intelligence Officers","Communications Intelligence","O",149
"2015","Marine Corps","USMC","R","Armament and Munitions","Artillery Repair","E",180
"2015","Marine Corps","USMC","R","Armament and Munitions","Ammunition Repair","E",1297
"2015","Marine Corps","USMC","R","Armament and Munitions","Aviation Ordnance","E",2382
"2015","Marine Corps","USMC","R","Armament and Munitions","Small Arms Repair","E",1196
"2015","Marine Corps","USMC","R","Armament and Munitions","Armament Maintenance, General","E",36
"2015","Marine Corps","USMC","R","Other Functional Support","Postal","E",443
"2015","Marine Corps","USMC","R","Other Functional Support","Transportation","E",507
"2015","Marine Corps","USMC","R","Other Functional Support","Flight Operations","E",722
"2015","Marine Corps","USMC","R","Other Functional Support","Supply Administration","E",7169
"2015","Marine Corps","USMC","R","Other Functional Support","Aviation Maintenance Records and Reports","E",1089
"2015","Marine Corps","USMC","R","Combat Operations Control","Combat Operations Control, General","E",664
"2015","Marine Corps","USMC","R","Information and Education","Information and Education, General","E",380
"2015","Marine Corps","USMC","R","Non-Occupational, Officer","Students","O",1056
"2015","Marine Corps","USMC","R","Non-Occupational, Officer","Non-Occupational, Other","O",1326
"2015","Marine Corps","USMC","R","Other Electronic Equipment","Electronic Instruments, N.E.C.","E",123
"2015","Marine Corps","USMC","R","Not Occupationally Qualified","Not Occupationally Qualified, General","E",22712
"2015","Marine Corps","USMC","R","Ordnance Disposal and Diving","EOD/UDT","E",632
"2015","Marine Corps","USMC","R","Scientists and Professionals","Legal","O",622
"2015","Marine Corps","USMC","R","Scientists and Professionals","Meteorologists","O",32
"2015","Marine Corps","USMC","R","Tactical Operations Officers","Aircraft Crews","O",289
"2015","Marine Corps","USMC","R","Tactical Operations Officers","Operations Staff","O",814
"2015","Marine Corps","USMC","R","Tactical Operations Officers","Helicopter Pilots","O",2415
"2015","Marine Corps","USMC","R","Tactical Operations Officers","Ground and Naval Arms","O",3961
"2015","Marine Corps","USMC","R","Tactical Operations Officers","Other Fixed-Wing Pilots","O",388
"2015","Marine Corps","USMC","R","Tactical Operations Officers","Fixed-Wing Fighter and Bomber Pilots","O",895
"2015","Marine Corps","USMC","R","Aircraft and Aircraft Related","Aircraft Engines","E",767
"2015","Marine Corps","USMC","R","Aircraft and Aircraft Related","Aircraft, General","E",6850
"2015","Marine Corps","USMC","R","Aircraft and Aircraft Related","Aircraft Structures","E",1729
"2015","Marine Corps","USMC","R","Aircraft and Aircraft Related","Aircraft Accessories","E",2579
"2015","Marine Corps","USMC","R","Aircraft and Aircraft Related","Aircraft Launch Equipment","E",385
"2015","Marine Corps","USMC","R","Radar and Air Traffic Control","Radar","E",653
"2015","Marine Corps","USMC","R","Radar and Air Traffic Control","Air Traffic Control Radar","E",642
"2015","Marine Corps","USMC","R","Technical Specialists, N.E.C.","Firefighting and Damage Control","E",1083
"2015","Marine Corps","USMC","R","Technical Specialists, N.E.C.","Nuclear, Biological, and Chemical Warfare Specialists","E",674
"2015","Marine Corps","USMC","R","Forward Area Equipment Support","Forward Area Equipment Support, General","E",1168
"2015","Marine Corps","USMC","R","Communications Center Operations","Communications Center Operations, General","E",2362
"2015","Marine Corps","USMC","R","Accounting, Finance and Disbursing","Disbursing","E",801
"2015","Marine Corps","USMC","R","Accounting, Finance and Disbursing","Auditing and Accounting","E",413
"2015","Marine Corps","USMC","R","Industrial Gas and Fuel Production","Industrial Gas and Fuel Production, General","E",185
"2015","Marine Corps","USMC","R","Material Receipt, Storage and Issue","Sales Store","E",93
"2015","Marine Corps","USMC","R","Material Receipt, Storage and Issue","Missile Fuel and Petroleum","E",1129
"2015","Marine Corps","USMC","R","Material Receipt, Storage and Issue","Warehousing and Equipment Handling","E",2469
"2015","Marine Corps","USMC","R","Unmanned Vehicle Systems Operations","Unmanned Vehicle System (UVS) Operators, General","E",183
"2015","Marine Corps","USMC","R","Engineering and Maintenance Officers","Ordnance","O",269
"2015","Marine Corps","USMC","R","Engineering and Maintenance Officers","Automotive and Allied","O",215
"2015","Marine Corps","USMC","R","Engineering and Maintenance Officers","Electrical/Electronic","O",142
"2015","Marine Corps","USMC","R","Engineering and Maintenance Officers","Surveying and Mapping","O",28
"2015","Marine Corps","USMC","R","Engineering and Maintenance Officers","Communications and Radar","O",1228
"2015","Marine Corps","USMC","R","Engineering and Maintenance Officers","Construction and Utilities","O",43
"2015","Marine Corps","USMC","R","Engineering and Maintenance Officers","Aviation Maintenance and Allied","O",463
"2015","Marine Corps","USMC","R","Teletype and Cryptographic Equipment","Teletype and Cryptographic Equipment, General","E",114
"2015","Marine Corps","USMC","R","Missile Guidance, Control and Checkout","Missile Guidance and Control","E",1711
"2015","Marine Corps","USMC","R","Signal Intelligence/Electronic Warfare","Analysis","E",731
"2015","Marine Corps","USMC","R","Signal Intelligence/Electronic Warfare","Intercept Operators (Code and Non-Code)","E",1978
"2015","Marine Corps","USMC","R","Signal Intelligence/Electronic Warfare","Signal Intelligence/Electronic Warfare, General","E",76
"2015","Marine Corps","USMC","R","General Officers and executives, N.E.C.","General and Flag","O",81
"2015","Marine Corps","USMC","R","General Officers and executives, N.E.C.","Executives, N.E.C.","O",609
"2015","Marine Corps","USMC","R","Supply, Procurement and Allied Officers","Supply","O",1023
"2015","Marine Corps","USMC","R","Supply, Procurement and Allied Officers","Food Service","O",40
"2015","Marine Corps","USMC","R","Supply, Procurement and Allied Officers","Transportation","O",37
"2015","Marine Corps","USMC","R","Supply, Procurement and Allied Officers","Logistics, General","O",1684
"2015","Marine Corps","USMC","R","Supply, Procurement and Allied Officers","Exchange and Commissary","O",11
"2015","Marine Corps","USMC","R","Supply, Procurement and Allied Officers","Procurement and Production","O",104
"2015","Marine Corps","USMC","R","Artillery/Gunnery, Rockets, and Missiles","Artillery and Gunnery","E",2779
"2015","Marine Corps","USMC","R","Other Mechanical and Electrical Equipment","Other Mechanical and Electrical Equipment, General","E",254
"2015","Marine Corps","USMC","R","Mapping, Surveying, Drafting, and Illustrating","Mapping","E",205
"2015","Marine Corps","USMC","R","Mapping, Surveying, Drafting, and Illustrating","Surveying","E",126
"2015","Marine Corps","USMCR","V","Weather","Weather, General","E",250
"2015","Marine Corps","USMCR","V","Air Crew","Air Crew, General","E",767
"2015","Marine Corps","USMCR","V","Air Crew","Pilots and Navigators","E",3
"2015","Marine Corps","USMCR","V","Infantry","Infantry, General","E",22120
"2015","Marine Corps","USMCR","V","Musicians","Musicians, General","E",258
"2015","Marine Corps","USMCR","V","Personnel","Recruiting and Counseling","E",118
"2015","Marine Corps","USMCR","V","Utilities","Electricians","E",1459
"2015","Marine Corps","USMCR","V","Utilities","Utilities, General","E",943
"2015","Marine Corps","USMCR","V","Automotive","Tracked Vehicles","E",1279
"2015","Marine Corps","USMCR","V","Automotive","Automotive, General","E",4176
"2015","Marine Corps","USMCR","V","Automotive","Construction Equipment","E",1176
"2015","Marine Corps","USMCR","V","Lithography","Lithography, General","E",48
"2015","Marine Corps","USMCR","V","Photography","Photography, General","E",110
"2015","Marine Corps","USMCR","V","Radio/Radar","Communications Radio","E",2733
"2015","Marine Corps","USMCR","V","Radio/Radar","Radio/Radar, General","E",958
"2015","Marine Corps","USMCR","V","Radio/Radar","Air Traffic Control Radar","E",241
"2015","Marine Corps","USMCR","V","Radio/Radar","Surveillance/Target Acquisition and Tracking Radar","E",121
"2015","Marine Corps","USMCR","V","Radio/Radar","Navigation, Communication and Countermeasure, N.E.C.","E",401
"2015","Marine Corps","USMCR","V","Construction","Construction Equipment Operation","E",1428
"2015","Marine Corps","USMCR","V","Food Service","Food Service, General","E",1558
"2015","Marine Corps","USMCR","V","Intelligence","Counterintelligence","E",161
"2015","Marine Corps","USMCR","V","Intelligence","Image Interpretation","E",37
"2015","Marine Corps","USMCR","V","Intelligence","Operational Intelligence","E",1106
"2015","Marine Corps","USMCR","V","Metalworking","Machinists","E",108
"2015","Marine Corps","USMCR","V","Metalworking","Metalworking, General","E",330
"2015","Marine Corps","USMCR","V","ADP Computers","ADP Computers, General","E",413
"2015","Marine Corps","USMCR","V","Administration","Legal","E",165
"2015","Marine Corps","USMCR","V","Administrators","Police","O",172
"2015","Marine Corps","USMCR","V","Administrators","Information","O",71
"2015","Marine Corps","USMCR","V","Administrators","Data Processing","O",3
"2015","Marine Corps","USMCR","V","Administrators","Manpower and Personnel","O",327
"2015","Marine Corps","USMCR","V","Administrators","Administrators, General","O",3
"2015","Marine Corps","USMCR","V","Administrators","Comptrollers and Fiscal","O",120
"2015","Marine Corps","USMCR","V","Administrators","Training Administrators","O",1
"2015","Marine Corps","USMCR","V","Data Processing","Operations/Analysts","E",146
"2015","Marine Corps","USMCR","V","Law Enforcement","Corrections","E",119
"2015","Marine Corps","USMCR","V","Law Enforcement","Investigations","E",30
"2015","Marine Corps","USMCR","V","Law Enforcement","Law Enforcement, General","E",2335
"2015","Marine Corps","USMCR","V","Motor Transport","Motor Vehicle Operators","E",7265
"2015","Marine Corps","USMCR","V","Unknown, Officer","Unknown, Officer","O",137
"2015","Marine Corps","USMCR","V","Unknown, Enlisted","Unknown, Enlisted","E",389
"2015","Marine Corps","USMCR","V","Clerical/Personnel","Combined Personnel and Administration, General","E",3955
"2015","Marine Corps","USMCR","V","Clerical/Personnel","First Sergeants, Sergeants Major, and Leading Chiefs","E",678
"2015","Marine Corps","USMCR","V","Combat Engineering","Combat Engineering, General","E",3755
"2015","Marine Corps","USMCR","V","Precision Equipment","Precision Equipment, General","E",312
"2015","Marine Corps","USMCR","V","Wire Communications","Linemen","E",1823
"2015","Marine Corps","USMCR","V","Armor and Amphibious","Armor and Amphibious, General","E",2257
"2015","Marine Corps","USMCR","V","Radio and Radio Code","Radio Code","E",324
"2015","Marine Corps","USMCR","V","Radio and Radio Code","Non-Code Radio","E",5779
"2015","Marine Corps","USMCR","V","Intelligence Officers","Counterintelligence","O",41
"2015","Marine Corps","USMCR","V","Intelligence Officers","Intelligence, General","O",834
"2015","Marine Corps","USMCR","V","Intelligence Officers","Communications Intelligence","O",80
"2015","Marine Corps","USMCR","V","Armament and Munitions","Artillery Repair","E",146
"2015","Marine Corps","USMCR","V","Armament and Munitions","Ammunition Repair","E",1150
"2015","Marine Corps","USMCR","V","Armament and Munitions","Aviation Ordnance","E",1346
"2015","Marine Corps","USMCR","V","Armament and Munitions","Small Arms Repair","E",1240
